,Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Book_Average_Rating,Book_Ratings_Count,Genre,Publisher_Revenue,Sale_Price,Sale_Rank,Publisher,Units_Sold,Sale_Disc
702,2001.0,The Vile Village,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.94,89733,genre fiction,424.092,5.99,808,Penguin Group (USA) LLC,35640,213483.6
705,2005.0,Haunted: A Novel of Stories,Chuck Palahniuk,eng,Intermediate,3.59,68861,fiction,140.892,1.99,810,Simon and Schuster Digital Sales Inc,35424,70493.76
707,2006.0,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,eng,Excellent,4.16,59333,genre fiction,1008.192,14.24,811,Penguin Group (USA) LLC,35424,504437.76
710,2011.0,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",eng,Excellent,4.02,71868,children,523.212,7.39,816,"Amazon Digital Services,  Inc.",35208,260187.12
711,2013.0,The Lowland,Jhumpa Lahiri,eng,Intermediate,3.82,62231,genre fiction,282.492,3.99,818,"Amazon Digital Services,  Inc.",35208,140479.92
712,2004.0,The Ruins of Gorlan,John Flanagan,eng,Excellent,4.2,83085,nonfiction,494.892,6.99,818,Random House LLC,34992,244594.08
713,2009.0,Wintergirls,Laurie Halse Anderson,eng,Intermediate,3.98,87665,genre fiction,0.0,2.99,819,"Amazon Digital Services,  Inc.",34992,104626.08
714,2000.0,The Brethren,John Grisham,es,Intermediate,3.71,69351,fiction,565.692,7.99,820,Penguin Group (USA) LLC,34992,279586.08
715,1997.0,Assassin's Quest,Robin Hobb,eng,Excellent,4.18,67125,genre fiction,0.0,3.99,821,"Amazon Digital Services,  Inc.",34776,138756.24000000002
718,1998.0,The Path of Daggers,Robert Jordan,eng,Intermediate,3.9,74815,genre fiction,140.892,1.99,824,"Amazon Digital Services,  Inc.",34560,68774.4
720,2010.0,The Reckoning,Kelley Armstrong,en-GB,Excellent,4.21,92922,genre fiction,0.0,3.99,826,"Amazon Digital Services,  Inc.",34560,137894.4
721,2012.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,en-US,Intermediate,3.97,69596,fiction,560.898,7.99,827,Random House LLC,34344,274408.56
723,2007.0,Red Seas Under Red Skies,Scott Lynch,eng,Excellent,4.23,68255,genre fiction,209.898,2.99,831,"Amazon Digital Services,  Inc.",34128,102042.72
725,2008.0,City of Thieves,David Benioff,en-GB,Excellent,4.28,68063,genre fiction,139.698,1.99,832,HarperCollins Publishers,34128,67914.72
726,2007.0,Halfway to the Grave,Jeaniene Frost,eng,Excellent,4.18,106608,genre fiction,139.698,1.99,834,"Amazon Digital Services,  Inc.",33912,67484.88
728,2003.0,Abhorsen,Garth Nix,en-US,Excellent,4.29,80740,nonfiction,911.898,12.99,836,"Amazon Digital Services,  Inc.",33696,437711.04
729,2002.0,The Beach House,"James Patterson, Peter de Jonge",eng,Intermediate,3.82,68676,genre fiction,0.0,3.99,837,"Amazon Digital Services,  Inc.",33480,133585.2
732,2011.0,Leviathan Wakes,James S.A. Corey,eng,Excellent,4.2,68416,nonfiction,1013.688,14.44,840,HarperCollins Publishers,33048,477213.12
733,2015.0,Queen of Shadows,Sarah J. Maas,eng,Famous,4.6,99067,genre fiction,209.898,2.99,841,Macmillan,33048,98813.52
736,2003.0,To the Nines,Janet Evanovich,eng,Excellent,4.16,86963,genre fiction,841.698,11.99,844,Penguin Group (USA) LLC,32832,393655.68
737,2012.0,Where We Belong,Emily Giffin,en-US,Intermediate,3.86,68224,nonfiction,0.0,0.99,845,"Amazon Digital Services,  Inc.",32616,32289.84
739,1999.0,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,62229,genre fiction,650.754,9.27,846,Penguin Group (USA) LLC,32616,302350.32
740,2012.0,The Signature of All Things,Elizabeth Gilbert,eng,Intermediate,3.81,61135,nonfiction,139.698,1.99,848,"Amazon Digital Services,  Inc.",32400,64476.0
741,2003.0,"Eats, Shoots and Leaves",Lynne Truss,en-US,Intermediate,3.86,79117,genre fiction,0.0,3.99,852,"Amazon Digital Services,  Inc.",32184,128414.16
742,2004.0,Dead Witch Walking,Kim Harrison,en-US,Excellent,4.04,91390,nonfiction,0.0,2.99,852,"Amazon Digital Services,  Inc.",32184,96230.16
744,2009.0,An Echo in the Bone,Diana Gabaldon,eng,Famous,4.42,68854,genre fiction,834.678,11.89,854,Simon and Schuster Digital Sales Inc,32184,382667.76
745,2011.0,Unearthly,Cynthia Hand,en-US,Excellent,4.06,99942,genre fiction,139.698,1.99,857,Hachette Book Group,31968,63616.32
747,2005.0,Knife of Dreams,Robert Jordan,en-US,Excellent,4.12,71379,genre fiction,0.0,2.99,860,"Amazon Digital Services,  Inc.",31752,94938.48
748,2002.0,Hoot,Carl Hiaasen,eng,Intermediate,3.81,75275,genre fiction,350.298,4.99,862,Penguin Group (USA) LLC,31752,158442.48
750,2012.0,This is How You Lose Her,Junot DÃ­az,eng,Intermediate,3.75,66720,nonfiction,374.448,5.38,865,"Amazon Digital Services,  Inc.",31536,169663.68
751,2004.0,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",eng,Intermediate,3.68,64278,genre fiction,0.0,5.99,866,"Amazon Digital Services,  Inc.",31536,188900.64
753,2010.0,It's Not Summer Without You,Jenny Han,en-US,Excellent,4.14,80367,genre fiction,0.0,2.99,868,"Amazon Digital Services,  Inc.",31536,94292.64
754,2012.0,Pushing the Limits,Katie McGarry,eng,Excellent,4.08,93818,genre fiction,0.0,3.99,869,"Amazon Digital Services,  Inc.",31320,124966.8
755,2001.0,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",eng,Intermediate,3.85,90908,genre fiction,68.904,0.99,869,Random House LLC,31320,31006.8
758,2001.0,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",eng,Excellent,4.01,90071,nonfiction,138.504,1.99,873,Random House LLC,31104,61896.96
759,2004.0,Messenger ,Lois Lowry,eng,Intermediate,3.9,79746,genre fiction,277.704,3.99,877,"Amazon Digital Services,  Inc.",30888,123243.12
760,2007.0,Lover Revealed,J.R. Ward,eng,Excellent,4.3,97830,genre fiction,0.0,5.99,879,"Amazon Digital Services,  Inc.",30888,185019.12
761,2005.0,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",eng,Excellent,4.25,72797,genre fiction,462.144,6.64,879,Hachette Book Group,30672,203662.08
762,2007.0,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",en-US,Excellent,4.14,87335,genre fiction,68.904,0.99,881,"Amazon Digital Services,  Inc.",30672,30365.28
763,2007.0,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,eng,Intermediate,3.96,64347,children,416.904,5.99,883,"Amazon Digital Services,  Inc.",30456,182431.44
764,2013.0,"Never Too Far (Too Far, #2)",Abbi Glines,eng,Excellent,4.21,97616,genre fiction,68.904,0.99,884,"Amazon Digital Services,  Inc.",30456,30151.44
765,2004.0,State of Fear,Michael Crichton,eng,Intermediate,3.69,65397,genre fiction,68.904,0.99,885,"Amazon Digital Services,  Inc.",30240,29937.6
766,2012.0,The Statistical Probability of Love at First Sight,Jennifer E. Smith,eng,Intermediate,3.8,89356,genre fiction,0.0,0.99,886,"Amazon Digital Services,  Inc.",30240,29937.6
767,2004.0,The Golem's Eye,Jonathan Stroud,en-US,Excellent,4.09,69058,nonfiction,486.504,6.99,886,Simon and Schuster Digital Sales Inc,29808,208357.92
769,2004.0,Those Who Save Us,Jenna Blum,en-US,Excellent,4.12,68480,genre fiction,0.0,0.99,890,"Amazon Digital Services,  Inc.",29808,29509.92
770,2005.0,The Broker,John Grisham,eng,Intermediate,3.77,65428,genre fiction,68.904,0.99,892,"Amazon Digital Services,  Inc.",29592,29296.08
771,2011.0,Across the Universe,Beth Revis,eng,Intermediate,3.78,94176,genre fiction,0.0,3.99,892,"Amazon Digital Services,  Inc.",29376,117210.24
773,2004.0,Blood Rites,Jim Butcher,eng,Excellent,4.33,79627,nonfiction,625.008,8.98,894,"Amazon Digital Services,  Inc.",28944,259917.12
775,2013.0,The Silent Wife,A.S.A. Harrison,eng,Novice,3.3,60323,nonfiction,470.496,6.76,897,"Amazon Digital Services,  Inc.",28728,194201.28
776,2011.0,How to Be a Woman,Caitlin Moran,eng,Intermediate,3.73,70446,genre fiction,0.0,2.99,898,"Amazon Digital Services,  Inc.",28512,85250.88
777,2016.0,A Court of Mist and Fury,Sarah J. Maas,eng,Famous,4.72,108384,genre fiction,695.304,9.99,900,Simon and Schuster Digital Sales Inc,28512,284834.88
778,2010.0,Life,Keith Richards,en-GB,Intermediate,3.84,60409,genre fiction,556.104,7.99,900,Random House LLC,28512,227810.88
779,2008.0,Unaccustomed Earth,Jhumpa Lahiri,eng,Excellent,4.11,60126,genre fiction,0.0,3.99,903,"Amazon Digital Services,  Inc.",28296,112901.04
780,1998.0,The Pilot's Wife,Anita Shreve,eng,Intermediate,3.5,71777,genre fiction,820.41,11.89,904,Simon and Schuster Digital Sales Inc,28296,336439.44
784,2003.0,Blankets,Craig Thompson,eng,Excellent,4.06,70454,genre fiction,0.0,2.99,909,"Amazon Digital Services,  Inc.",2943,8799.570000000002
785,2008.0,The Story of Edgar Sawtelle,David Wroblewski,eng,Intermediate,3.6,70382,nonfiction,0.0,2.99,910,"Amazon Digital Services,  Inc.",2943,8799.570000000002
786,2000.0,Drowning Ruth,Christina Schwarz,eng,Intermediate,3.73,67768,genre fiction,0.0,4.99,911,"Amazon Digital Services,  Inc.",2916,14550.84
790,1997.0,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",eng,Famous,4.42,67047,genre fiction,0.0,3.99,915,"Amazon Digital Services,  Inc.",2916,11634.84
792,2005.0,Magyk,Angie Sage,eng,Intermediate,3.8,86805,genre fiction,206.31,2.99,917,"Amazon Digital Services,  Inc.",2916,8718.84
793,2000.0,Fever 1793,Laurie Halse Anderson,en-US,Intermediate,3.89,81945,genre fiction,0.0,3.99,918,"Amazon Digital Services,  Inc.",2916,11634.84
794,2008.0,The Likeness,Tana French,eng,Excellent,4.05,72480,genre fiction,482.31,6.99,920,Penguin Group (USA) LLC,2916,20382.84
795,2015.0,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,eng,Excellent,4.07,61439,genre fiction,558.21,8.09,921,Penguin Group (USA) LLC,2916,23590.44
797,2013.0,I Am Pilgrim,Terry Hayes,eng,Excellent,4.23,49740,genre fiction,344.31,4.99,924,"Amazon Digital Services,  Inc.",2916,14550.84
799,1997.0,Don't Sweat the Small Stuff,Richard Carlson,eng,Intermediate,3.95,63324,genre fiction,530.61,7.69,927,Random House LLC,2916,22424.04
800,2011.0,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",eng,Excellent,4.26,71816,genre fiction,68.31,0.99,930,"Amazon Digital Services,  Inc.",2916,2886.84
802,2003.0,Benjamin Franklin: An American Life,Walter Isaacson,eng,Intermediate,3.96,70335,genre fiction,344.31,4.99,933,Macmillan,2916,14550.84
803,2011.0,The Tiger's Wife,TÃ©a Obreht,eng,Novice,3.37,66104,genre fiction,0.0,0.99,936,"Amazon Digital Services,  Inc.",2916,2886.84
804,2005.0,Poison Study,Maria V. Snyder,eng,Excellent,4.16,96417,genre fiction,0.0,2.99,937,"Amazon Digital Services,  Inc.",2916,8718.84
805,2007.0,Lover Unbound,J.R. Ward,eng,Excellent,4.33,97514,fiction,546.516,7.99,938,"Amazon Digital Services,  Inc.",2916,23298.84
806,2004.0,Going Postal,Terry Pratchett,eng,Excellent,4.36,75186,fiction,820.116,11.99,939,Penguin Group (USA) LLC,2916,34962.840000000004
809,2005.0,Dead Beat,Jim Butcher,eng,Famous,4.43,78123,genre fiction,0.0,4.99,944,"Amazon Digital Services,  Inc.",2916,14550.84
810,2015.0,Golden Son,Pierce Brown,eng,Famous,4.46,57614,genre fiction,0.0,0.99,946,"Amazon Digital Services,  Inc.",2916,2886.84
811,2002.0,Night Watch,Terry Pratchett,eng,Famous,4.47,71271,nonfiction,546.516,7.99,947,"Amazon Digital Services,  Inc.",2916,23298.84
813,2009.0,What the Dog Saw and Other Adventures,Malcolm Gladwell,eng,Intermediate,3.82,65277,genre fiction,525.996,7.69,950,Random House LLC,2916,22424.04
814,2015.0,Pretty Girls,Karin Slaughter,eng,Intermediate,3.95,60737,genre fiction,0.0,1.99,952,"Amazon Digital Services,  Inc.",2916,5802.84
815,2008.0,Last Argument of Kings,Joe Abercrombie,eng,Excellent,4.26,65068,genre fiction,341.316,4.99,952,Macmillan,2916,14550.84
816,2014.0,Revival,Stephen King,en-US,Intermediate,3.75,53662,genre fiction,0.0,4.99,953,"Amazon Digital Services,  Inc.",2916,14550.84
818,2006.0,The Blind Side: Evolution of a Game,Michael   Lewis,eng,Excellent,4.16,37792,children,136.116,1.99,956,HarperCollins Publishers,2889,5749.11
819,2001.0,Lirael,Garth Nix,en-US,Excellent,4.29,78903,genre fiction,525.996,7.69,957,Penguin Group (USA) LLC,2889,22216.41
820,2006.0,School's Out Forever,James Patterson,en-US,Excellent,4.16,90157,fiction,204.516,2.99,958,"Amazon Digital Services,  Inc.",2889,8638.11
821,2007.0,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",eng,Excellent,4.37,74378,nonfiction,820.116,11.99,960,Penguin Group (USA) LLC,2889,34639.11
822,2015.0,Winter,Marissa Meyer,eng,Famous,4.49,100464,nonfiction,0.0,3.49,961,"Amazon Digital Services,  Inc.",2889,10082.61
824,2012.0,,Emily Seife,en-US,Famous,4.4,67264,genre fiction,0.0,2.99,963,"Amazon Digital Services,  Inc.",2889,8638.11
825,2008.0,The Painted Man,Peter V. Brett,eng,Excellent,4.27,64416,genre fiction,272.916,3.99,966,"Amazon Digital Services,  Inc.",2889,11527.11
827,2005.0,One Shot,Lee Child,eng,Excellent,4.2,63335,genre fiction,204.516,2.99,968,Simon and Schuster Digital Sales Inc,2889,8638.11
828,2012.0,The Serpent's Shadow,Rick Riordan,eng,Excellent,4.28,82757,genre fiction,0.0,3.03,968,"Amazon Digital Services,  Inc.",2889,8753.67
829,2008.0,Duma Key,Stephen King,en-US,Intermediate,3.93,73807,genre fiction,506.844,7.41,969,Macmillan,2889,21407.49
830,2006.0,The Shifting Fog,Kate Morton,eng,Intermediate,3.93,69948,genre fiction,0.0,2.0,970,"Amazon Digital Services,  Inc.",2889,5778.0
831,2000.0,,Robert Jordan,en-US,Intermediate,3.92,71355,fiction,358.416,5.24,970,"Amazon Digital Services,  Inc.",2889,15138.36
832,2006.0,Proven Guilty,Jim Butcher,eng,Famous,4.41,75133,genre fiction,467.172,6.83,971,Simon and Schuster Digital Sales Inc,2889,19731.87
835,2014.0,The Infinite Sea,Rick Yancey,eng,Intermediate,3.94,78314,genre fiction,0.0,3.99,973,"Amazon Digital Services,  Inc.",2889,11527.11
838,1999.0,"Bud, Not Buddy",Christopher Paul Curtis,eng,Intermediate,3.89,73000,genre fiction,258.996,3.82,980,"Amazon Digital Services,  Inc.",2889,11035.98
839,2006.0,,Alison Bechdel,eng,Excellent,4.12,48305,genre fiction,541.722,7.99,981,Hachette Book Group,2889,23083.11
840,2007.0,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,en-US,Excellent,4.1,61496,genre fiction,0.0,4.99,982,"Amazon Digital Services,  Inc.",2889,14416.11
841,2012.0,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,ara,Intermediate,3.8,53187,nonfiction,677.322,9.99,984,"Amazon Digital Services,  Inc.",2889,28861.11
843,2012.0,A Memory of Light,"Robert Jordan, Brandon Sanderson",eng,Famous,4.5,68410,genre fiction,0.0,3.99,986,"Amazon Digital Services,  Inc.",2889,11527.11
844,2012.0,Me and Earl and the Dying Girl,Jesse Andrews,en-US,Intermediate,3.58,82270,nonfiction,745.122,10.99,988,Random House LLC,2889,31750.11
845,2010.0,The Ugly Truth,Jeff Kinney,en-US,Excellent,4.16,68701,nonfiction,67.122,0.99,990,"Amazon Digital Services,  Inc.",2889,2860.11
846,2002.0,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,es,Excellent,4.34,63691,genre fiction,101.7,1.5,992,HarperCollins Publishers,2889,4333.5
847,1998.0,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,eng,Intermediate,3.84,71411,genre fiction,270.522,3.99,993,Simon and Schuster Digital Sales Inc,2862,11419.38
848,2002.0,2nd Chance,"James Patterson, Andrew Gross",eng,Excellent,4.01,68834,genre fiction,833.262,12.29,993,HarperCollins Publishers,2862,35173.98
850,2001.0,The Eyre Affair,Jasper Fforde,en-US,Intermediate,3.92,85683,nonfiction,67.122,0.99,995,"Amazon Digital Services,  Inc.",2862,2833.38
853,1998.0,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",eng,Excellent,4.14,61498,nonfiction,796.65,11.75,1000,Random House LLC,2862,33628.5
854,2014.0,The Bone Clocks,David Mitchell,eng,Intermediate,3.81,53151,genre fiction,469.176,6.92,1001,Random House LLC,2862,19805.04
855,1998.0,Black and Blue,Anna Quindlen,eng,Intermediate,3.86,67753,genre fiction,270.522,3.99,1001,"Amazon Digital Services,  Inc.",2862,11419.38
856,2010.0,,"L.J. Smith, Kevin Williamson, Julie Plec",en-US,Excellent,4.1,59715,genre fiction,0.0,2.99,1004,"Amazon Digital Services,  Inc.",2862,8557.380000000001
857,2004.0,The Last Juror,John Grisham,eng,Intermediate,3.85,63114,nonfiction,582.402,8.59,1005,Penguin Group (USA) LLC,2862,24584.58
858,2003.0,Diary,Chuck Palahniuk,eng,Intermediate,3.6,58428,genre fiction,609.522,8.99,1006,Hachette Book Group,2862,25729.38
859,2005.0,Eleven on Top,Janet Evanovich,en-US,Excellent,4.15,84363,genre fiction,507.822,7.49,1006,Penguin Group (USA) LLC,2862,21436.38
860,2005.0,Tintenblut,"Cornelia Funke, Anthea Bell",eng,Intermediate,3.91,82291,genre fiction,473.922,6.99,1007,"Amazon Digital Services,  Inc.",2862,20005.38
861,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,en-US,Intermediate,3.75,56548,genre fiction,67.122,0.99,1007,"Amazon Digital Services,  Inc.",2862,2833.38
863,2007.0,White Night,Jim Butcher,en-US,Famous,4.41,73534,fiction,67.122,0.99,1009,"Amazon Digital Services,  Inc.",2862,2833.38
864,2014.0,The Miniaturist,Jessie Burton,eng,Intermediate,3.58,56344,genre fiction,134.922,1.99,1010,HarperCollins Publishers,2862,5695.38
866,2006.0,The Lost Colony,Eoin Colfer,en-US,Excellent,4.01,103844,nonfiction,169.5,2.5,1012,"Amazon Digital Services,  Inc.",2862,7155.0
867,2006.0,Extras,Scott Westerfeld,en-US,Intermediate,3.59,85873,genre fiction,66.528,0.99,1013,"Amazon Digital Services,  Inc.",2862,2833.38
868,2005.0,The Burning Bridge,John Flanagan,en-US,Excellent,4.28,74156,nonfiction,503.328,7.49,1015,Macmillan,2862,21436.38
869,2014.0,The Book of Life,Deborah Harkness,eng,Excellent,4.15,63027,genre fiction,0.0,2.99,1019,"Amazon Digital Services,  Inc.",2862,8557.380000000001
872,2009.0,Horns,Joe Hill,en-US,Intermediate,3.92,66287,nonfiction,200.928,2.99,1022,Hachette Book Group,4480,13395.2
873,2011.0,Catherine the Great: Portrait of a Woman,Robert K. Massie,en-CA,Intermediate,3.91,66591,genre fiction,0.0,0.99,1023,"Amazon Digital Services,  Inc.",4480,4435.2
874,2009.0,The Year of the Flood,Margaret Atwood,eng,Excellent,4.05,68597,genre fiction,536.928,7.99,1024,Simon and Schuster Digital Sales Inc,4480,35795.200000000004
875,2009.0,Winter Garden,Kristin Hannah,en-GB,Excellent,4.13,66577,genre fiction,0.0,2.99,1027,"Amazon Digital Services,  Inc.",4480,13395.2
876,2003.0,The King of Torts,John Grisham,eng,Intermediate,3.67,61835,nonfiction,402.528,5.99,1027,HarperCollins Publishers,4480,26835.2
877,2006.0,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",eng,Excellent,4.34,46551,genre fiction,0.0,3.99,1030,"Amazon Digital Services,  Inc.",4440,17715.600000000002
878,2008.0,The 3 Mistakes of My Life,Chetan Bhagat,eng,Intermediate,2.97,53331,genre fiction,536.928,7.99,1032,Random House LLC,4440,35475.6
881,2008.0,Shadow's Edge,Brent Weeks,en-US,Excellent,4.27,66390,genre fiction,795.648,11.84,1033,Random House LLC,4440,52569.6
882,2011.0,Under the Never Sky,Veronica Rossi,en-GB,Excellent,4.01,74029,genre fiction,0.0,3.99,1034,"Amazon Digital Services,  Inc.",4440,17715.600000000002
883,2003.0,True Believer,Nicholas Sparks,en-US,Intermediate,3.8,62840,genre fiction,0.0,4.99,1035,"Amazon Digital Services,  Inc.",4440,22155.6
884,2011.0,The Lean Startupâ€Ž,Eric Ries,en-US,Excellent,4.04,86284,genre fiction,66.528,0.99,1036,"Amazon Digital Services,  Inc.",4440,4395.6
885,2012.0,The Golden Lily,Richelle Mead,en-US,Excellent,4.36,86929,genre fiction,738.528,10.99,1037,Penguin Group (USA) LLC,4440,48795.6
886,2008.0,Chasing Harry Winston,Lauren Weisberger,eng,Novice,3.32,63342,genre fiction,335.328,4.99,1042,Random House LLC,4440,22155.6
888,2009.0,,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",eng,Famous,4.43,57279,genre fiction,503.328,7.49,1043,Penguin Group (USA) LLC,4440,33255.6
890,2005.0,A Long Way Down,Nick Hornby,eng,Novice,3.41,59843,nonfiction,268.128,3.99,1046,Hachette Book Group,4440,17715.600000000002
893,1998.0,"Die Trying (Jack Reacher, #2)",Lee Child,en-US,Intermediate,4.0,62128,genre fiction,200.928,2.99,1050,Macmillan,4400,13156.000000000002
894,2011.0,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",en-US,Intermediate,3.95,69709,genre fiction,133.728,1.99,1050,Hachette Book Group,4400,8756.0
895,1999.0,Keeping Faith,Jodi Picoult,es,Intermediate,3.79,62405,genre fiction,0.0,0.99,1052,"Amazon Digital Services,  Inc.",4400,4356.0
896,2007.0,Heart-Shaped Box,Joe Hill,en-US,Intermediate,3.82,65005,genre fiction,0.0,2.99,1052,"Amazon Digital Services,  Inc.",4400,13156.000000000002
897,2010.0,Cabin Fever,Jeff Kinney,eng,Excellent,4.21,63347,nonfiction,798.534,11.99,1053,Penguin Group (USA) LLC,4400,52756.0
898,2008.0,,Brent Weeks,eng,Excellent,4.29,64961,fiction,0.0,3.99,1054,"Amazon Digital Services,  Inc.",4400,17556.0
899,2005.0,Everyone Worth Knowing,Lauren Weisberger,en-US,Novice,3.39,59932,genre fiction,0.0,0.99,1055,"Amazon Digital Services,  Inc.",4400,4356.0
902,2016.0,The Woman in Cabin 10,Ruth Ware,eng,Intermediate,3.67,90541,nonfiction,65.934,0.99,1058,"Amazon Digital Services,  Inc.",4400,4356.0
905,2004.0,Shopaholic and Sister,Sophie Kinsella,eng,Intermediate,3.64,69007,genre fiction,0.0,2.99,1059,"Amazon Digital Services,  Inc.",4400,13156.000000000002
906,2010.0,The Iron Daughter,Julie Kagawa,eng,Excellent,4.13,93340,genre fiction,0.0,2.99,1060,"Amazon Digital Services,  Inc.",4400,13156.000000000002
907,2000.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,eng,Intermediate,3.92,57468,nonfiction,539.46,8.1,1061,"Amazon Digital Services,  Inc.",4400,35640.0
908,2012.0,The Age of Miracles,Karen Thompson Walker,eng,Intermediate,3.64,61296,genre fiction,788.544,11.84,1062,Random House LLC,4400,52096.0
909,2009.0,Have a Little Faith: A True Story,Mitch Albom,en-US,Excellent,4.16,60002,nonfiction,132.534,1.99,1066,Hachette Book Group,4400,8756.0
910,2006.0,My Life in France,"Julia Child, Alex Prud'Homme",eng,Excellent,4.16,63100,genre fiction,798.534,11.99,1066,Penguin Group (USA) LLC,4400,52756.0
911,2014.0,The Rosie Effect,Graeme Simsion,eng,Intermediate,3.56,27308,genre fiction,735.264,11.04,1068,Macmillan,4360,48134.4
912,2011.0,The Secret of the Nagas.,Amish Tripathi,eng,Intermediate,3.98,50158,genre fiction,65.934,0.99,1069,"Amazon Digital Services,  Inc.",4360,4316.4
914,2001.0,Flipped,Wendelin Van Draanen,en-US,Intermediate,3.94,79264,nonfiction,0.0,0.99,1072,"Amazon Digital Services,  Inc.",4360,4316.4
915,2003.0,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",es,Intermediate,3.81,53384,genre fiction,0.0,0.99,1073,"Amazon Digital Services,  Inc.",4360,4316.4
919,2008.0,Small Favor,Jim Butcher,en-US,Famous,4.43,70029,nonfiction,731.934,10.99,1077,Random House LLC,4360,47916.4
920,2009.0,The Walking Dead Compendium Volume 1,Robert Kirkman,eng,Famous,4.43,57764,genre fiction,0.0,2.99,1078,"Amazon Digital Services,  Inc.",4360,13036.4
921,2005.0,Princess Academy,Shannon Hale,eng,Excellent,4.01,82470,genre fiction,848.484,12.74,1080,Simon and Schuster Digital Sales Inc,4360,55546.4
922,2015.0,"Everything, Everything","Nicola Yoon, David Yoon",eng,Excellent,4.11,132552,genre fiction,0.0,2.99,1081,"Amazon Digital Services,  Inc.",4360,13036.4
924,2012.0,Flight Behavior,Barbara Kingsolver,eng,Intermediate,3.75,57078,genre fiction,65.934,0.99,1085,"Amazon Digital Services,  Inc.",4360,4316.4
925,2008.0,Grip of the Shadow Plague,Brandon Mull,eng,Excellent,4.26,65638,genre fiction,0.0,4.99,1089,"Amazon Digital Services,  Inc.",4360,21756.4
926,1999.0,Bridget Jones: The Edge of Reason,Helen Fielding,eng,Intermediate,3.53,73093,nonfiction,659.34,9.99,1090,"Amazon Digital Services,  Inc.",4360,43556.4
928,2004.0,At First Sight,Nicholas Sparks,en-US,Intermediate,3.81,62219,genre fiction,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4320,4276.8
929,2000.0,Down Under,Bill Bryson,eng,Excellent,4.05,58688,genre fiction,0.0,3.99,1093,"Amazon Digital Services,  Inc.",4320,17236.8
931,2012.0,The Orphan Master's Son,Adam Johnson,eng,Excellent,4.06,52765,genre fiction,65.34,0.99,1097,Macmillan,4320,4276.8
933,2003.0,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",en-US,Excellent,4.36,71353,nonfiction,0.0,0.99,1099,"Amazon Digital Services,  Inc.",4320,4276.8
936,2008.0,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",eng,Intermediate,3.86,46225,genre fiction,811.14,12.29,1101,HarperCollins Publishers,4320,53092.8
937,2004.0,Where Rainbows End,Cecelia Ahern,en-US,Intermediate,3.95,55236,nonfiction,725.34,10.99,1101,Random House LLC,4320,47476.8
939,2012.0,This Man,Jodi Ellen Malpas,eng,Excellent,4.13,79461,genre fiction,65.34,0.99,1102,"Amazon Digital Services,  Inc.",4320,4276.8
940,2010.0,A Dog's Purpose ,W. Bruce Cameron,en-US,Excellent,4.35,65091,genre fiction,0.0,2.99,1105,"Amazon Digital Services,  Inc.",4320,12916.8
941,2015.0,An Ember in the Ashes,Sabaa Tahir,eng,Excellent,4.32,45492,genre fiction,362.34,5.49,1106,HarperCollins Publishers,4320,23716.8
